,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-12,2.04,13.76
1,1,2011-12,1.76,12.9
2,2,2012-12,1.49,13.08
3,3,2013-12,3.61,14.17
4,4,2014-12,4.99,10.93
5,5,2015-12,5.71,4.33
6,6,2016-12,3.32,-2.24
7,7,2017-12,2.36,-2.15
8,8,2018-12,2.5,4.78
9,9,2019-12,2.64,-21.01
10,10,TTM,0.0,-21.01
