,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,5.13
1,1,1,1,1,1,2010-12,-9.03,8.75
2,2,2,2,2,2,2011-12,-21.59,10.23
3,3,3,3,3,3,2012-12,-20.95,8.41
4,4,4,4,4,4,2013-12,-15.09,6.75
5,5,5,5,5,5,2014-12,-5.08,5.63
6,6,6,6,6,6,2015-12,-11.56,1.49
7,7,7,7,7,7,2016-12,-6.3,0.31
8,8,8,8,8,8,2017-12,-11.29,3.43
9,9,9,9,9,9,2018-12,-28.03,2.93
10,10,10,10,10,10,TTM,0.0,1.28
