,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,-0.56,0.0
1,1,2010-12,-0.1,-0.04
2,2,2011-12,-0.18,0.0
3,3,2012-12,0.02,0.0
4,4,2013-12,-0.51,0.0
5,5,2014-12,-0.57,-208.13
6,6,2015-12,0.0,-19.84
7,7,2016-12,-3.29,-29.71
8,8,2017-12,-0.47,-34.54
9,9,2018-12,-0.17,-70.16
10,10,TTM,0.0,-54.02
