,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-04,0.91,17.28
1,1,1,1,1,1,1,2011-04,0.86,21.8
2,2,2,2,2,2,2,2012-04,0.83,19.71
3,3,3,3,3,3,3,2013-04,0.84,23.56
4,4,4,4,4,4,4,2014-04,0.81,23.85
5,5,5,5,5,5,5,2015-04,0.93,22.87
6,6,6,6,6,6,6,2016-04,1.09,35.69
7,7,7,7,7,7,7,2017-04,0.87,21.55
8,8,8,8,8,8,8,2018-04,1.27,20.63
9,9,9,9,9,9,9,2019-04,1.06,22.59
10,10,10,10,10,10,10,TTM,0.0,21.79
