,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,-0.93,-138.84
2015-12,0.23,10.71
2016-12,-0.62,-29.93
2017-12,-1.35,-44.1
2018-12,-2.02,-115.9
TTM,0.0,0.0
