,FCFPS,ROIC
2010-10,1.53,29.67
2011-10,3.31,29.59
2012-10,3.74,20.93
2013-10,3.81,16.14
2014-10,3.35,15.68
2015-10,3.34,12.72
2016-10,3.99,15.76
2017-10,4.96,13.94
2018-10,6.85,15.11
2019-10,5.28,13.26
TTM,0.0,13.26
