,FCFPS,ROIC
2009-09,0.0,2.69
2010-09,0.0,4.34
2011-09,0.0,6.19
2012-09,0.0,4.02
2013-09,0.0,7.05
2014-09,0.0,4.25
2015-09,0.0,3.8
2016-09,0.0,5.52
2017-12,1.95,15.16
2018-12,-3.88,31.2
TTM,0.0,3.4
