,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-12,0.07,8.47
1,1,1,1,1,1,2011-12,0.12,10.17
2,2,2,2,2,2,2012-12,1.27,6.65
3,3,3,3,3,3,2013-12,1.12,12.42
4,4,4,4,4,4,2014-12,1.2,12.87
5,5,5,5,5,5,2015-12,0.28,11.8
6,6,6,6,6,6,2016-12,1.11,12.17
7,7,7,7,7,7,2017-12,1.74,1.29
8,8,8,8,8,8,2018-12,1.03,11.52
9,9,9,9,9,9,2019-12,1.76,11.91
10,10,10,10,10,10,TTM,0.0,11.91
