Date,ROIC,FCFPS
2011-09,0.0,0.0
2012-09,0.0,0.0
2013-09,0.0,0.0
2014-09,0.0,0.0
2015-09,0.0,0.0
2016-09,0.0,0.0
2017-09,0.0,0.0
2018-09,-8.36,-0.05
2019-09,-2.18,0.95
2020-09,-5.87,0.49
TTM,-5.87,0.0
