,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,0.0
1,1,1,1,2010-12,0.0,-37.29
2,2,2,2,2011-12,2.19,3.88
3,3,3,3,2012-12,-2.02,-7.78
4,4,4,4,2013-12,-2.04,4.41
5,5,5,5,2014-12,-4.21,4.29
6,6,6,6,2015-12,2.0,-17.68
7,7,7,7,2016-12,-2.26,-17.41
8,8,8,8,2017-12,-0.5,-12.22
9,9,9,9,2018-12,-4.88,13.48
10,10,10,10,TTM,0.0,4.56
