,FCFPS,ROIC
2009-12,0.0,9.11
2010-12,1.29,9.25
2011-12,1.36,8.92
2012-12,1.16,10.85
2013-12,1.4,10.67
2014-12,4.17,11.8
2015-12,1.95,11.68
2016-12,2.52,14.72
2017-12,2.6,19.0
2018-12,2.64,16.79
TTM,0.0,3.81
