,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,18.9
1,1,1,2010-12,2.91,18.55
2,2,2,2011-12,3.68,26.12
3,3,3,2012-12,3.68,16.53
4,4,4,2013-12,3.79,17.12
5,5,5,2014-12,3.34,12.96
6,6,6,2015-12,2.76,9.73
7,7,7,2016-12,2.84,11.01
8,8,8,2017-12,3.9,11.71
9,9,9,2018-12,2.89,11.45
10,10,10,TTM,0.0,8.35
