,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-08,0.0,0.0
1,1,2011-08,0.0,0.0
2,2,2012-08,0.0,0.0
3,3,2013-08,0.0,0.0
4,4,2014-08,0.0,-103.65
5,5,2015-08,0.0,-101.54
6,6,2016-08,0.0,0.0
7,7,2017-08,0.0,-87.67
8,8,2018-08,-0.86,0.0
9,9,2019-08,-1.27,-81.57
10,10,TTM,0.0,-130.19
