,FCFPS,ROIC
2009-12,0.0,1.38
2010-12,0.45,-3.7
2011-12,0.43,10.83
2012-12,1.78,1.78
2013-12,2.06,11.3
2014-12,3.58,14.68
2015-12,5.12,13.39
2016-12,4.49,2.44
2017-12,5.16,12.07
2018-12,10.96,12.73
TTM,0.0,3.6
