,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-03,0.29,25.89
1,1,1,1,1,1,2011-03,0.22,22.92
2,2,2,2,2,2,2012-03,0.27,22.83
3,3,3,3,3,3,2013-03,0.29,21.32
4,4,4,4,4,4,2014-03,0.3,22.94
5,5,5,5,5,5,2015-03,0.43,20.44
6,6,6,6,6,6,2016-03,0.19,19.63
7,7,7,7,7,7,2017-03,0.37,18.7
8,8,8,8,8,8,2018-03,0.43,21.33
9,9,9,9,9,9,2019-03,0.43,20.51
10,10,10,10,10,10,TTM,0.0,24.45
