,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,21.13
1,1,1,1,1,1,1,2010-12,1.5,16.51
2,2,2,2,2,2,2,2011-12,0.57,16.79
3,3,3,3,3,3,3,2012-12,2.42,17.15
4,4,4,4,4,4,4,2013-12,2.47,17.76
5,5,5,5,5,5,5,2014-12,2.72,18.22
6,6,6,6,6,6,6,2015-12,2.84,9.67
7,7,7,7,7,7,7,2016-12,1.8,5.62
8,8,8,8,8,8,8,2017-12,1.24,1.13
9,9,9,9,9,9,9,2018-12,1.48,4.92
10,10,10,10,10,10,10,TTM,0.0,8.85
