,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,-23.67
1,1,1,1,2010-12,1.11,11.04
2,2,2,2,2011-12,1.05,29.94
3,3,3,3,2012-12,0.68,-3.86
4,4,4,4,2013-12,0.19,-9.34
5,5,5,5,2014-12,0.45,4.86
6,6,6,6,2015-12,-0.19,-19.15
7,7,7,7,2016-12,0.36,-20.05
8,8,8,8,2017-12,0.71,-1.12
9,9,9,9,2018-12,1.26,13.88
10,10,10,10,TTM,0.0,11.48
