,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-09,0.0,-37.84
1,1,2011-09,0.0,-30.34
2,2,2012-09,0.0,-48.66
3,3,2012-12,0.0,-157.07
4,4,2013-12,-25.88,-43.16
5,5,2014-12,-28.11,-17.37
6,6,2015-12,-113.45,-41.92
7,7,2016-12,-102.78,-74.86
8,8,2017-12,-22.34,-45.83
9,9,2018-12,-3.39,-103.98
10,10,TTM,0.0,0.0
