,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-12,0.51,7.8
1,1,1,1,1,2011-12,0.5,11.86
2,2,2,2,2,2012-12,-0.04,8.55
3,3,3,3,3,2013-12,-0.08,5.62
4,4,4,4,4,2014-12,0.53,5.98
5,5,5,5,5,2015-12,-0.05,5.05
6,6,6,6,6,2016-12,-0.16,-1.81
7,7,7,7,7,2017-12,0.78,16.3
8,8,8,8,8,2018-12,0.53,-8.1
9,9,9,9,9,2019-12,1.17,9.35
10,10,10,10,10,TTM,0.0,9.35
