,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,1.41
1,1,1,1,1,2010-12,1.3,1.26
2,2,2,2,2,2011-12,1.07,5.86
3,3,3,3,3,2012-12,1.14,4.39
4,4,4,4,4,2013-12,1.86,2.43
5,5,5,5,5,2014-12,2.71,3.57
6,6,6,6,6,2015-12,2.49,9.3
7,7,7,7,7,2016-12,2.8,4.07
8,8,8,8,8,2017-12,2.12,3.76
9,9,9,9,9,2018-12,1.91,4.04
10,10,10,10,10,TTM,0.0,4.6
