,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,0
1,1,1,1,1,1,1,2010-12,-60.29,0
2,2,2,2,2,2,2,2011-12,-1.62,0
3,3,3,3,3,3,3,2012-12,-7.55,0
4,4,4,4,4,4,4,2013-12,58.11,0
5,5,5,5,5,5,5,2014-12,-156.83,0
6,6,6,6,6,6,6,2015-12,-163.33,0
7,7,7,7,7,7,7,2016-12,-219.69,0
8,8,8,8,8,8,8,2017-12,-441.31,0
9,9,9,9,9,9,9,2018-12,-430.5,0
10,10,10,10,10,10,10,TTM,0.0,0
