,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,0.71
1,1,1,1,1,1,2010-12,0.63,3.17
2,2,2,2,2,2,2011-12,0.51,3.02
3,3,3,3,3,3,2012-12,1.18,4.19
4,4,4,4,4,4,2013-12,1.48,3.42
5,5,5,5,5,5,2014-12,1.33,5.74
6,6,6,6,6,6,2015-12,1.54,9.51
7,7,7,7,7,7,2016-12,1.14,4.29
8,8,8,8,8,8,2017-12,1.51,4.57
9,9,9,9,9,9,2018-12,1.51,5.81
10,10,10,10,10,10,TTM,0.0,4.3
