,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-06,0.03,11.36
1,1,1,1,2011-06,0.1,10.36
2,2,2,2,2012-06,0.14,6.78
3,3,3,3,2013-06,-0.06,5.12
4,4,4,4,2014-06,-0.04,-75.39
5,5,5,5,2015-06,0.05,9.43
6,6,6,6,2016-06,0.02,-3.65
7,7,7,7,2017-06,0.04,9.17
8,8,8,8,2018-06,-0.03,4.03
9,9,9,9,2019-06,0.0,1.61
10,10,10,10,TTM,0.0,1.61
