,FCFPS,ROIC
2009-12,0.0,20.39
2010-12,1.17,18.28
2011-12,0.79,12.48
2012-12,1.48,12.53
2013-12,2.1,9.68
2014-12,1.48,10.59
2015-12,1.34,12.62
2016-12,1.79,8.41
2017-12,1.87,5.24
2018-12,2.44,12.9
TTM,0.0,11.36
