,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-09,0.0,0.0
1,1,1,1,1,1,2011-09,0.0,0.0
2,2,2,2,2,2,2012-09,0.0,0.0
3,3,3,3,3,3,2013-09,0.0,0.0
4,4,4,4,4,4,2014-09,0.0,-6.22
5,5,5,5,5,5,2015-09,0.0,-31.96
6,6,6,6,6,6,2016-09,0.0,-9.3
7,7,7,7,7,7,2017-07,-0.04,-22.55
8,8,8,8,8,8,2018-07,-0.28,-13.47
9,9,9,9,9,9,2019-07,-0.7,-14.77
10,10,10,10,10,10,TTM,0.0,-22.44
