,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-10,3.21,6.21
1,1,1,1,1,1,2011-10,1.53,8.74
2,2,2,2,2,2,2012-10,-2.37,8.43
3,3,3,3,3,3,2013-10,1.17,8.42
4,4,4,4,4,4,2014-10,2.45,6.96
5,5,5,5,5,5,2015-10,3.64,4.33
6,6,6,6,6,6,2016-10,2.33,3.55
7,7,7,7,7,7,2017-10,1.76,4.7
8,8,8,8,8,8,2018-10,-6.18,4.59
9,9,9,9,9,9,2019-10,-0.85,5.9
10,10,10,10,10,10,TTM,0.0,5.9
