,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-12,1.67,0.0
1,1,1,1,1,1,2011-12,-2.34,0.0
2,2,2,2,2,2,2012-12,-5.08,0.0
3,3,3,3,3,3,2013-12,-1.55,0.0
4,4,4,4,4,4,2014-12,1.58,13.57
5,5,5,5,5,5,2015-12,2.26,18.98
6,6,6,6,6,6,2016-12,2.35,17.17
7,7,7,7,7,7,2017-12,1.88,14.07
8,8,8,8,8,8,2018-12,1.31,1.86
9,9,9,9,9,9,2019-12,1.5,-5.9
10,10,10,10,10,10,TTM,0.0,-5.9
