,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-10,1.78,19.76
1,1,1,2011-10,0.44,25.77
2,2,2,2012-10,1.18,27.17
3,3,3,2013-10,1.09,29.62
4,4,4,2014-10,1.38,26.42
5,5,5,2015-10,1.15,26.39
6,6,6,2016-10,2.71,27.97
7,7,7,2017-10,2.49,30.35
8,8,8,2018-10,2.47,29.84
9,9,9,2019-10,2.5,22.59
10,10,10,TTM,0.0,22.59
